"created_at","screen_name","text","reply_to_screen_name","is_retweet","favorite_count","retweet_count","hashtags","media_url","media_type","mentions_screen_name","quoted_text","place_name","country_code","exclam","exlam_count","url_embeded","all_caps","all_caps_count","uppercase_first","uppercase_first_count"
2018-05-09 20:40:09,"foxandfriends","What the primary results mean for the midterm elections | @ScottWRasmussen https://t.co/69KG1ShrYZ",,FALSE,42,15,,,,"ScottWRasmussen",,,,FALSE,0,TRUE,"WR KG YZ",3,"What Scott Rasmussen Shr",4
2018-04-28 14:22:00,"foxandfriends","“Kanye West, right now, is being used as a political pawn to continue this Trump movement.” -@RochelleRitchie https://t.co/QgQwJ7JN5q",,FALSE,114,35,,"http://pbs.twimg.com/media/Db4CZ-JX4AA-gxo.jpg","photo","RochelleRitchie",,,,FALSE,0,TRUE,"JN",1,"Kanye West Trump Rochelle Ritchie Qg Qw",7
2018-04-12 10:38:59,"foxandfriends","FOX NEWS ALERT: President Trump warns Putin that missiles are headed to Syria as he prepares for a closed-door meeting at the U.N. to discuss response to the recent chemical attack https://t.co/yr1sahidC6",,FALSE,372,142,,"http://pbs.twimg.com/media/Dak4qyLWsAAl-eJ.jpg","photo",,,,,FALSE,0,TRUE,"FOX NEWS ALERT",3,"President Trump Putin Syria",4
2018-05-04 09:50:06,"foxandfriends","OPINION: Ahead of NRA speeches by Trump, Pence hypocritical media get it wrong on gun ban https://t.co/OowS0GLvlr",,FALSE,142,44,,,,,,,,FALSE,0,TRUE,"OPINION NRA GL",3,"Ahead Trump Pence Oow Lvlr",5
2018-04-09 22:00:19,"foxandfriends",".@JoeLieberman: Trump, country will be well served by Bolton https://t.co/ZOthe1AZOL",,FALSE,215,37,,,,"JoeLieberman",,,,FALSE,0,TRUE,"ZO AZOL",2,"Joe Lieberman Trump Bolton Othe",5
2018-04-13 10:00:25,"foxandfriends","Suspect accused of killing Massachusetts cop had 111 prior offenses https://t.co/TflqiJWPro",,FALSE,180,148,,,,,,,,FALSE,0,TRUE,"JWP",1,"Suspect Massachusetts Tflqi Pro",4
2018-04-12 22:20:07,"foxandfriends",".@GOPLeader: We have to finish the president's agenda https://t.co/z7EVuOJviD",,FALSE,145,32,,,,"GOPLeader",,,,FALSE,0,TRUE,"GOPL EV OJ",3,"Leader We Vu Jvi",4
2018-04-18 11:05:00,"foxandfriends","“I love you, precious, with all my heart and to know that you love me means my life.” –George H.W. Bush’s love letter to his wife Barbara https://t.co/etZBRtgqDT",,FALSE,286,51,,"http://pbs.twimg.com/media/DbDyjKGX4AExmkN.jpg","photo",,,,,FALSE,0,TRUE,"ZBR DT",2,"George Bush Barbara Rtgq",4
2018-05-02 21:30:16,"foxandfriends","Brewing for a cause! @budweiserusa unveils its limited edition Freedom Reserve Red Lager with a portion of the proceeds going to @FoldsofHonor in support of veteran families https://t.co/bTLEO1x5ac",,FALSE,76,29,,,,"budweiserusa FoldsofHonor",,,,TRUE,1,TRUE,"TLEO",1,"Brewing Freedom Reserve Red Lager Foldsof Honor",7
2018-05-01 14:21:56,"foxandfriends","RT @FoxNewsInsider: ICE Director Homan: Migrant Caravan Is an 'Attack on the Sovereignty of This Nation' @foxandfriends @SteveDoocy @ainsle…",,TRUE,0,72,,,,"FoxNewsInsider foxandfriends SteveDoocy",,,,FALSE,0,FALSE,"RT ICE",2,"Fox News Insider Director Homan Migrant Caravan Is Attack Sovereignty This Nation Steve Doocy",14
2018-04-06 16:30:00,"foxandfriends",".@RepEvanJenkins: Joe Manchin’s time is up - he doesn’t support President Trump and he’s not right for the U.S. Senate for West Virginia https://t.co/AnNIK0i1At",,FALSE,268,124,,"http://pbs.twimg.com/media/DaHJo69W4AEYYDi.jpg","photo","RepEvanJenkins",,,,FALSE,0,TRUE,"NIK",1,"Rep Evan Jenkins Joe Manchin President Trump Senate West Virginia An At",12
2018-05-26 10:01:51,"foxandfriends","RT @GovMikeHuckabee: I'll be on @foxandfriends at 7:15ET and since @realDonaldTrump never misses it, I'll provide wise counsel that I'll bl…",,TRUE,0,1942,,,,"GovMikeHuckabee foxandfriends realDonaldTrump",,,,FALSE,0,FALSE,"RT ET",2,"Gov Mike Huckabee Donald Trump",5
2018-05-03 10:35:09,"foxandfriends","RT @JaniceDean: A fourth day of severe weather including the risk for tornadoes and heavy rain.  And record breaking heat for the Northeast…",,TRUE,0,20,,,,"JaniceDean",,,,FALSE,0,FALSE,"RT",1,"Janice Dean And Northeast",4
2018-05-13 15:15:00,"foxandfriends",".@Nigel_Farage: More than 60 murders have occurred in London just this year and the mayor hasn’t visited a single crime scene or spoken to any of the families https://t.co/gBBJeBo3f6",,FALSE,795,551,,"http://pbs.twimg.com/media/DdFSC_tWkAATROq.jpg","photo","Nigel_Farage",,,,FALSE,0,TRUE,"BBJ",1,"Nigel Farage More London Je Bo",6
2018-05-03 16:07:00,"foxandfriends","“If you want to enter the country, you have to go through the legal process just like everyone else does. Period.” -@DLoesch https://t.co/Fmfz7z54H1",,FALSE,656,189,,"http://pbs.twimg.com/media/DcSAGcIXUAQ_P8L.jpg","photo","DLoesch",,,,FALSE,0,TRUE,"DL",1,"If Period Loesch Fmfz",4
2018-05-15 10:08:35,"foxandfriends","RT @JaniceDean: Severe weather will be a concern across the Northeast. Large hail, damaging winds and an isolated tornado is possible.  Hea…",,TRUE,0,30,,,,"JaniceDean",,,,FALSE,0,FALSE,"RT",1,"Janice Dean Severe Northeast Large Hea",6
2018-05-04 14:21:00,"foxandfriends","""NBC News had to correct its bombshell of a report that ended up being a bomb…This is just a rush to judgement, presumptive negativity all of the time."" -@KellyannePolls https://t.co/rRRhg8hl4X",,FALSE,1750,269,,"http://pbs.twimg.com/media/DcW2GUzWsAEMIpa.jpg","photo","KellyannePolls",,,,FALSE,0,TRUE,"NBC RR",2,"News This Kellyanne Polls Rhg",5
2018-04-15 12:17:37,"foxandfriends",".@RepDeSantis: In terms of presidential leadership, striking Syria was a good move – when President Trump says he’s going to do something, he follows through https://t.co/6vm19GOAYt",,FALSE,521,115,,"http://pbs.twimg.com/media/Da0sBgeWkAEeefG.jpg","photo","RepDeSantis",,,,FALSE,0,TRUE,"GOAY",1,"Rep De Santis In Syria President Trump Yt",8
2018-05-27 11:45:36,"foxandfriends","EXTREME WEATHER ALERT: States of emergency called in Florida, Alabama and Mississippi with subtropical storm Alberto expected to hit overnight https://t.co/FxZt6NJoUJ",,FALSE,121,68,,"http://pbs.twimg.com/media/DeM3bw3X4AAgBfF.jpg","photo",,,,,FALSE,0,TRUE,"EXTREME WEATHER ALERT NJ UJ",5,"States Florida Alabama Mississippi Alberto Fx Zt Jo",8
2018-04-12 11:55:00,"foxandfriends","FOX NEWS ALERT: Cancun, Mexico sees 14 killings in just 36 hours – the highest ever in the country’s history https://t.co/TeOqqzhULJ",,FALSE,272,347,,"http://pbs.twimg.com/media/DalHfEOWAAAoUYF.jpg","photo",,,,,FALSE,0,TRUE,"FOX NEWS ALERT ULJ",4,"Cancun Mexico Te Oqqzh",4
2018-05-13 11:38:02,"foxandfriends","RT @ToddPiro: How our #Marines train to safeguard embassies around the world.  My story coming up right now on @foxandfriends Don’t miss it…",,TRUE,0,39,"Marines",,,"ToddPiro foxandfriends",,,,FALSE,0,FALSE,"RT",1,"Todd Piro How Marines My Don",6
2018-05-22 10:05:50,"foxandfriends","Top Democrats take a page from President Trump’s playbook and vow to 'drain the swamp.' Will the shift in messaging help them in the midterms?",,FALSE,495,583,,,,,,,,FALSE,0,FALSE,,0,"Top Democrats President Trump Will",5
2018-04-29 18:20:00,"foxandfriends",".@Nigel_Farage to London’s mayor: Stop playing games – whether you like Trump or not, America is a key ally and the U.K.-U.S. relationship matters a lot https://t.co/YsEuOUuKK4",,FALSE,1070,250,,"http://pbs.twimg.com/media/Db98jdiW4AECk6F.jpg","photo","Nigel_Farage",,,,FALSE,0,TRUE,"OU KK",2,"Nigel Farage London Stop Trump America Ys Eu Uu",9
2018-05-02 10:15:00,"foxandfriends","Major bombshells in the Mueller investigation – Could a presidential subpoena be possible? And who leaked the list of Mueller questions? | @GriffJenkins https://t.co/FQ0obQEegT",,FALSE,94,39,,"http://pbs.twimg.com/media/DcLy6JKWkAAXALd.jpg","photo","GriffJenkins",,,,FALSE,0,TRUE,"FQ QE",2,"Major Mueller Could And Mueller Griff Jenkins Eeg",8
2018-05-28 11:02:00,"foxandfriends","Rudy Giuliani: The Mueller probe is “rigged” and “unfair” (via @FoxNewsSunday) https://t.co/dWZR1QLhaL",,FALSE,625,187,,"http://pbs.twimg.com/media/DeRudB_XkAA_6ig.jpg","photo","FoxNewsSunday",,,,FALSE,0,TRUE,"WZR QL",2,"Rudy Giuliani The Mueller Fox News Sunday Lha",8
2018-05-19 08:35:04,"foxandfriends","Georgia high school shooting leaves 1 dead, 1 hurt, police say https://t.co/GDWIUEF397",,FALSE,35,30,,,,,,,,FALSE,0,TRUE,"GDWIUEF",1,"Georgia",1
2018-05-24 10:25:35,"foxandfriends","“VICIOUS KILLERS”: President @realDonaldTrump ramps up tough talks on MS-13 and illegal immigration as @kilmeade goes one-on-one with the president about DACA, Dems, &amp; the wall https://t.co/3PbF3prysN",,FALSE,628,207,,"http://pbs.twimg.com/media/Dd8uiCLX4AABRg8.jpg","photo","realDonaldTrump kilmeade",,,,FALSE,0,TRUE,"VICIOUS KILLERS MS DACA",4,"President Donald Trump Dems Pb",5
2018-05-13 22:40:04,"foxandfriends","Rep. @cathymcmorris on balancing motherhood and Congress | @LisaMarieBoothe https://t.co/S8UybBUUCm",,FALSE,74,12,,,,"cathymcmorris LisaMarieBoothe",,,,FALSE,0,TRUE,"BUUC",1,"Rep Congress Lisa Marie Boothe Uyb Cm",7
2018-05-08 11:55:34,"foxandfriends","RT @ToddPiro: Little Belle and Lola were taking my pen during our @foxandfriends #Breakfastwithfriends segment...but they were adorable doi…",,TRUE,0,11,"Breakfastwithfriends",,,"ToddPiro foxandfriends",,,,FALSE,0,FALSE,"RT",1,"Todd Piro Little Belle Lola Breakfastwithfriends",6
2018-04-22 09:50:03,"foxandfriends","Chemical weapons inspectors in Douma, Syria, gather samples from site, OPCW says https://t.co/t3HNSCyJ8c",,FALSE,46,18,,,,,,,,FALSE,0,TRUE,"OPCW HNSC",2,"Chemical Douma Syria Cy",4
2018-05-25 10:53:18,"foxandfriends","RT @JaniceDean: #Alberto could be named this weekend.  The main threat will be heavy rain for the Southeast/Florida.  The heat is on for th…",,TRUE,0,99,"Alberto",,,"JaniceDean",,,,FALSE,0,FALSE,"RT",1,"Janice Dean Alberto The Southeast Florida The",7
2018-05-16 12:26:48,"foxandfriends","RT @FoxNews: .@PressSec: “Just because it’s California doesn’t mean you get to decide that you don’t want to participate in our government…",,TRUE,0,798,,,,"FoxNews PressSec",,,,FALSE,0,FALSE,"RT",1,"Fox News Press Sec Just California",6
2018-04-26 18:20:00,"foxandfriends","“The top people in the FBI headed by Comey were crooked.” -President @realDonaldTrump https://t.co/p7eaF9D62k",,FALSE,551,185,,"http://pbs.twimg.com/media/DbuFZyfXUAAGvHI.jpg","photo","realDonaldTrump",,,,FALSE,0,TRUE,"FBI",1,"The Comey President Donald Trump",5
2018-05-28 08:50:04,"foxandfriends","Thief in NY files typo-filled lawsuit after he was shot while robbing store https://t.co/4YRQkiBn4F",,FALSE,32,22,,,,,,,,FALSE,0,TRUE,"NY YRQ",2,"Thief Qki Bn",3
2018-04-23 22:20:07,"foxandfriends",".@candacecbure talks 'Kind is the New Classy' https://t.co/AaA1Yirqfs",,FALSE,154,27,,,,"candacecbure",,,,FALSE,0,TRUE,,0,"Kind New Classy Aa Yirqfs",5
2018-04-26 11:26:58,"foxandfriends","RT @JohnJamesMI: Tune in @foxandfriends at 7:50AM! #TeamJohnJames 
#LetsFlyMI
#MISen https://t.co/h4A1a5eSEH",,TRUE,0,91,"TeamJohnJames LetsFlyMI MISen",,,"JohnJamesMI foxandfriends",,,,TRUE,1,TRUE,"RT MI AM MI MIS SEH",6,"John James Tune Team John James Lets Fly Sen",9
2018-04-09 08:31:23,"foxandfriends","Airstrikes kill 14 at Assad air base after deadly chemical attack, monitoring group says https://t.co/BqlvI98RKK",,FALSE,132,54,,,,,,,,FALSE,0,TRUE,"RKK",1,"Airstrikes Assad Bqlv",3
2018-05-21 12:15:00,"foxandfriends","“Number one issue” –Kellyanne Conway reinforces the president’s commitment to building the wall (via #SundayFutures) https://t.co/jgekK9ceQB",,FALSE,529,147,"SundayFutures","http://pbs.twimg.com/media/Ddt3Gz8WsAE73gZ.jpg","photo",,,,,FALSE,0,TRUE,"QB",1,"Number Kellyanne Conway Sunday Futures",5
2018-05-19 15:55:00,"foxandfriends",".@BillyHallowell: People have been praying for thousands of years because it’s effective. We need to start with prayer, and then act. https://t.co/QLcJsTzejV",,FALSE,507,132,,"http://pbs.twimg.com/media/DdkEdzuXUAAi6ZN.jpg","photo","BillyHallowell",,,,FALSE,0,TRUE,"QL",1,"Billy Hallowell People We Lc Js Tzej",7
2018-05-23 09:00:18,"foxandfriends","MEDIA BUZZ: New flak for Hillary Clinton as she cautiously wades into the midterms https://t.co/a5atsdSPmC",,FALSE,60,30,,,,,,,,FALSE,0,TRUE,"MEDIA BUZZ SP",3,"New Hillary Clinton Pm",4
2018-04-16 11:27:21,"foxandfriends","Major win in the war on terror: American and Afghan forces kill 22 Islamic state fighters in special forces raid https://t.co/b4JKUSrG44",,FALSE,725,202,,"http://pbs.twimg.com/media/Da5qFpzW4AA87Wk.jpg","photo",,,,,FALSE,0,TRUE,"JKUS",1,"Major American Afghan Islamic Sr",5
2018-04-29 21:20:05,"foxandfriends",".@mercedesschlapp discusses why she walked out of the WHCD https://t.co/wwVm0n9kbe",,FALSE,229,54,,,,"mercedesschlapp",,,,FALSE,0,TRUE,"WHCD",1,"Vm",1
2018-05-06 13:42:20,"foxandfriends","RT @MariaBartiromo: Wow a whole lotta burgers in the studio @foxandfriends about to go on ahead of @SundayFutures @FoxNews https://t.co/Dbk…",,TRUE,0,36,,,,"MariaBartiromo foxandfriends SundayFutures FoxNews",,,,FALSE,0,TRUE,"RT",1,"Maria Bartiromo Wow Sunday Futures Fox News Dbk",8
2018-04-18 12:07:01,"foxandfriends","FOX NEWS ALERT: Chemical weapons inspection in Syria delayed over reports of gunfire, Reuters reports | @ConormPowell https://t.co/QLnsXlDtPc",,FALSE,105,64,,"http://pbs.twimg.com/media/DbEGXhZWsAADsmh.jpg","photo","ConormPowell",,,,FALSE,0,TRUE,"FOX NEWS ALERT QL",4,"Chemical Syria Reuters Conorm Powell Lns Xl Dt Pc",9
2018-05-12 16:19:00,"foxandfriends","“A HISTORIC MOMENT”: Pastor @robertjeffress will lead a prayer at the opening of the U.S. embassy in Jerusalem https://t.co/Vh2GhSbQgv",,FALSE,691,208,,"http://pbs.twimg.com/media/DdAQXgKWkAAywSX.jpg","photo","robertjeffress",,,,FALSE,0,TRUE,"HISTORIC MOMENT",2,"Pastor Jerusalem Vh Gh Sb Qgv",6
2018-04-13 19:50:00,"foxandfriends",".@TGowdySC: James Comey’s book politicizes the FBI - the things he talks about are beneath the dignity of the important offices he held https://t.co/q2vKe8ejOg",,FALSE,1917,559,,"http://pbs.twimg.com/amplify_video_thumb/984871212106035201/img/glWRz0Pk_-0v8oxD.jpg","photo","TGowdySC",,,,FALSE,0,TRUE,"TG SC FBI",3,"Gowdy James Comey Ke Og",5
2018-05-03 10:23:38,"foxandfriends","TUNE IN ALERT: Rudy Giuliani joins us live at 7:30am/et https://t.co/KFx5X29DTh",,FALSE,360,81,,"http://pbs.twimg.com/media/DcQ-eVKX4AAoG9b.jpg","photo",,,,,FALSE,0,TRUE,"TUNE IN ALERT KF DT",5,"Rudy Giuliani Fx Th",4
2018-05-15 09:35:06,"foxandfriends","Former San Francisco mayor calls for end of Fems’ Trump-bashing https://t.co/abznFmfAyx",,FALSE,118,41,,,,,,,,FALSE,0,TRUE,,0,"Former San Francisco Fems Trump Fmf Ayx",7
2018-05-28 08:35:58,"foxandfriends","Trump: Obama 'did nothing' on 'so-called Russian Meddling' because he thought 'Crooked Hillary' would win https://t.co/frKqYsNaAC",,FALSE,1096,301,,,,,,,,FALSE,0,TRUE,"AC",1,"Trump Obama Russian Meddling Crooked Hillary Kq Ys Na",9
2018-05-06 12:25:00,"foxandfriends","California asks judge to toss Trump administration suit over sanctuary cities https://t.co/dzscYKFOhC",,FALSE,53,43,,"http://pbs.twimg.com/media/DcgrRX0XkAEkWaS.jpg","photo",,,,,FALSE,0,TRUE,"YKFO",1,"California Trump Oh",3
2018-05-05 13:34:26,"foxandfriends","RT @HuntsmanAbby: This is how we do @foxandfriends on the weekends! Thank you @WoodfordReserve for this special $1,000 #mintjulep #Kentucky…",,TRUE,0,55,"mintjulep",,,"HuntsmanAbby foxandfriends WoodfordReserve",,,,TRUE,1,FALSE,"RT",1,"Huntsman Abby This Thank Woodford Reserve Kentucky",7
2018-05-08 16:03:00,"foxandfriends",".@MickMulvaneyOMB: Every dollar we requested for defense spending, the Democrats requested non-defense spending money – and that’s how the $1.3T became so high https://t.co/5XerXRku3I",,FALSE,147,79,,"http://pbs.twimg.com/media/DcrS8lxW4AA_C3p.jpg","photo","MickMulvaneyOMB",,,,FALSE,0,TRUE,"OMB XR",2,"Mick Mulvaney Every Democrats Xer Rku",6
2018-05-10 08:50:04,"foxandfriends","President Trump: This is a special night https://t.co/M9hdo87gAu",,FALSE,212,39,,,,,,,,FALSE,0,TRUE,,0,"President Trump This Au",4
2018-05-27 11:05:13,"foxandfriends","“June 12th in Singapore hasn’t changed” –President Trump reveals plans for possible meeting with North Korea are still underway https://t.co/c1HiSHAPAl",,FALSE,595,140,,"http://pbs.twimg.com/media/DeMuOo-XkAAtrmL.jpg","photo",,,,,FALSE,0,TRUE,"SHAPA",1,"June Singapore President Trump North Korea Hi Al",8
2018-05-10 13:05:00,"foxandfriends","Illegal immigrants can now get college financial aid in NJ https://t.co/WWkeWeVtRO",,FALSE,74,97,,"http://pbs.twimg.com/media/Dc1YpKDX4AAExlK.jpg","photo",,,,,FALSE,0,TRUE,"NJ WW RO",3,"Illegal Wke We Vt",4
2018-05-09 22:00:28,"foxandfriends",".@SenTomCotton: Haspel will be the next CIA director https://t.co/GC4pBGRUu0",,FALSE,323,63,,,,"SenTomCotton",,,,FALSE,0,TRUE,"CIA GC BGRU",3,"Sen Tom Cotton Haspel Uu",5
2018-05-07 16:25:00,"foxandfriends",".@RichardGrenell: I’ve waited a long time to work for a president who is focused on the American people https://t.co/Lf8wCRahJJ",,FALSE,684,175,,"http://pbs.twimg.com/media/Dcm1eHfX0AAIkUy.jpg","photo","RichardGrenell",,,,FALSE,0,TRUE,"CR JJ",2,"Richard Grenell American Lf Rah",5
2018-04-23 08:28:30,"foxandfriends","Waffle House shooting victims include 'brilliant' college student, aspiring rapper https://t.co/76qTGIyXLT",,FALSE,52,27,,,,,,,,FALSE,0,TRUE,"TGI XLT",2,"Waffle House Iy",3
2018-05-27 10:10:04,"foxandfriends","USS Arizona Memorial at Pearl Harbor closed indefinitely https://t.co/Wiis4MtwAF",,FALSE,56,52,,,,,,,,FALSE,0,TRUE,"USS AF",2,"Arizona Memorial Pearl Harbor Wiis Mtw",6
2018-05-02 20:20:09,"foxandfriends","Female veterans will attempt to climb Mount Denali to raise funds for injured vets https://t.co/Gi0jWGHuhc",,FALSE,134,27,,,,,,,,FALSE,0,TRUE,"WGH",1,"Female Mount Denali Gi Huhc",5
2018-04-15 20:40:06,"foxandfriends","Media pounce on Trump's 'mission accomplished' tweet | @TheWorldsFrates https://t.co/me9AZtQG5u",,FALSE,54,11,,,,"TheWorldsFrates",,,,FALSE,0,TRUE,"AZ QG",2,"Media Trump The Worlds Frates Zt",6
2018-05-24 12:18:07,"foxandfriends","UP NEXT: You've seen the viral photos...now meet the 7 Oklahoma firefighters who became fathers within months of each other! Tune in at 8:20am/et! https://t.co/CQ8oPaesq4",,FALSE,251,65,,"http://pbs.twimg.com/media/Dd9hGwsX4AASXPU.jpg","photo",,,,,TRUE,2,TRUE,"UP NEXT CQ",3,"You Oklahoma Tune Paesq",4
2018-04-29 09:15:06,"foxandfriends","Clinton says Trump being ‘petty’ about $29.5B tunnel plan for Northeast https://t.co/cdng41rlug",,FALSE,38,24,,,,,,,,FALSE,0,TRUE,,0,"Clinton Trump Northeast",3
2018-04-06 10:47:00,"foxandfriends","Stunning details revealed about the basis for Andrew McCabe’s firing – as new text message from the anti-Trump FBI lovers comes to light https://t.co/VOidliUWiC",,FALSE,53,58,,"http://pbs.twimg.com/media/DaF-sbrUQAEJ64Z.jpg","photo",,,,,FALSE,0,TRUE,"FBI VO UW",3,"Stunning Andrew Mc Cabe Trump Oidli Wi",7
2018-04-23 13:05:00,"foxandfriends","The #RoyalBaby has arrived! Duchess of Cambridge Kate Middleton and Prince William welcome a baby boy https://t.co/0SbsDjBKoM",,FALSE,283,74,"RoyalBaby","http://pbs.twimg.com/media/DbeDS0gX0AAbLZV.jpg","photo",,,,,TRUE,1,TRUE,"BK",1,"The Royal Baby Duchess Cambridge Kate Middleton Prince William Sbs Dj Ko",12
2018-05-10 14:27:00,"foxandfriends","Angel parent: I filed an initiative to overturn California’s sanctuary law and would require law enforcement to cooperate with the federal government and ICE https://t.co/xhpasKPKBR",,FALSE,328,107,,"http://pbs.twimg.com/amplify_video_thumb/994579610535854081/img/q_3FpOpFwFn5KMus.jpg","photo",,,,,FALSE,0,TRUE,"ICE KPKBR",2,"Angel California",2
2018-04-25 09:00:10,"foxandfriends","Calexit gets go-ahead to start collecting signatures https://t.co/deZqKMaSRZ",,FALSE,49,28,,,,,,,,FALSE,0,TRUE,"KM SRZ",2,"Calexit Zq Ma",3
2018-04-30 09:00:17,"foxandfriends","Owner of NYC bar that booted man in MAGA hat getting death threats https://t.co/zuGqpSmb1n",,FALSE,161,48,,,,,,,,FALSE,0,TRUE,"NYC MAGA",2,"Owner Gqp Smb",3
2018-04-05 21:40:06,"foxandfriends",".@guypbenson: Troops at border not unprecedented https://t.co/BvXzq6Jm62",,FALSE,104,28,,,,"guypbenson",,,,FALSE,0,TRUE,,0,"Troops Bv Xzq Jm",4
2018-04-05 09:48:34,"foxandfriends","Coming up…!
@HeatherZuma 
@antjuansea
@chrisprudhome 
@GriffJenkins 
@Judgenap 
@FOXlightMichael 
@RCamposDuffy 
@GroverNorquist   
@guypbenson
@WVGovernor
@DLoesch 
@SecNielsen
Plus @adamhousley &amp; @TameraMowryTwo are #cookingwithfriends https://t.co/tjtoIOmRLo",,FALSE,70,30,"cookingwithfriends","http://pbs.twimg.com/media/DaApkN0X0AASe3E.jpg","photo","HeatherZuma antjuansea chrisprudhome GriffJenkins Judgenap FOXlightMichael RCamposDuffy GroverNorquist guypbenson WVGovernor DLoesch SecNielsen adamhousley TameraMowryTwo",,,,TRUE,1,TRUE,"FOX RC WVG DL IO RL",6,"Coming Heather Zuma Griff Jenkins Judgenap Xlight Michael Campos Duffy Grover Norquist Governor Loesch Sec Nielsen Plus Tamera Mowry Two Om Lo",22
2018-05-03 11:31:00,"foxandfriends","The Boy Scouts decide to drop the word “boy” – renaming themselves ‘Scouts BSA' https://t.co/NlWTgPLd0m",,FALSE,69,51,,"http://pbs.twimg.com/media/DcRLGsLX0AMi1oG.jpg","photo",,,,,FALSE,0,TRUE,"BSA WT PL",3,"The Boy Scouts Scouts Nl Tg Ld",7
2018-04-18 16:10:38,"foxandfriends","RT @kilmeade: Remembering #BarbaraBush with former H.W. Bush speechwriter, Edward Mcnally on @foxandfriends https://t.co/tEk9frFLlg",,TRUE,0,58,"BarbaraBush","http://pbs.twimg.com/amplify_video_thumb/986592516420939776/img/nB6Oz_ceuxyUBEtO.jpg","photo","kilmeade foxandfriends",,,,FALSE,0,TRUE,"RT FL",2,"Remembering Barbara Bush Bush Edward Mcnally Ek Llg",8
2018-05-23 12:33:00,"foxandfriends","President Trump calls out Rep. Nancy Pelosi for her pro MS-13 stance ahead of his visit to MS-13 hotspot Long Island later today https://t.co/VKEhbuV1fl",,FALSE,1496,550,,"http://pbs.twimg.com/media/Dd4SH3pX4AITQYR.jpg","photo",,,,,FALSE,0,TRUE,"MS MS VKE",3,"President Trump Rep Nancy Pelosi Long Island Ehbu",8
2018-04-30 17:30:00,"foxandfriends",".@RepKevinBrady: Phase 2 of President Trump’s tax cuts is all about building on the success of phase one – we want to keep improving the tax code https://t.co/4mwfh59cLq",,FALSE,160,49,,"http://pbs.twimg.com/media/DcC6OppWkAAkFPG.jpg","photo","RepKevinBrady",,,,FALSE,0,TRUE,,0,"Rep Kevin Brady Phase President Trump Lq",7
2018-05-23 22:20:08,"foxandfriends","POLICE PANEL: Why are police officers under siege? | @DrDarrinPorcher https://t.co/qOjo9xPbJU",,FALSE,65,23,,,,"DrDarrinPorcher",,,,FALSE,0,TRUE,"POLICE PANEL JU",3,"Why Dr Darrin Porcher Ojo Pb",6
2018-05-22 13:39:00,"foxandfriends","HONORING OUR HEROES: @Mike_Caudill takes us on “The Good Ride Salutes” – a motorcycle ride in Germany dedicated to our honoring our military serving overseas https://t.co/zrYItw5aWf",,FALSE,244,78,,"http://pbs.twimg.com/media/DdzFXDpWkAAVykX.jpg","photo","Mike_Caudill",,,,FALSE,0,TRUE,"HONORING OUR HEROES YI",4,"Mike Caudill The Good Ride Salutes Germany Itw Wf",9
2018-04-18 03:56:12,"foxandfriends","RT @ainsleyearhardt: Rest In Peace, #BarbaraBush.
One of the greatest shining lights of American dignity and strength. May God bless and co…",,TRUE,0,388,"BarbaraBush",,,"ainsleyearhardt",,,,FALSE,0,FALSE,"RT",1,"Rest In Peace Barbara Bush One American May God",9
2018-05-26 10:19:38,"foxandfriends","RT @dcstl: Quick hit on @foxandfriends @FoxNews this AM at 6:15 EST talking North Korea.  Wake up, watch, go back to bed.  See you soon!",,TRUE,0,7,,,,"dcstl foxandfriends FoxNews",,,,TRUE,1,FALSE,"RT AM EST",3,"Quick Fox News North Korea Wake See",7
2018-05-10 10:25:00,"foxandfriends","FOX NEWS ALERT: Incredible moment overnight as three Americans freed from North Korea return home to the U.S., greeted by President Trump | @LelandVittert https://t.co/rYvownex5k",,FALSE,474,132,,"http://pbs.twimg.com/media/Dc1AsVIX0AASXxP.jpg","photo","LelandVittert",,,,FALSE,0,TRUE,"FOX NEWS ALERT",3,"Incredible Americans North Korea President Trump Leland Vittert Yvownex",9
2018-05-05 14:00:01,"foxandfriends","Michael Flynn’s brother, Joe Flynn, lashes out at James Comey over House Intel Committee report on Russia https://t.co/3wKlZF7mJZ",,FALSE,579,181,,"http://pbs.twimg.com/media/Dcb_yfpW4AARJPY.jpg","photo",,,,,FALSE,0,TRUE,"ZF JZ",2,"Michael Flynn Joe Flynn James Comey House Intel Committee Russia Kl",11
2018-05-25 10:53:40,"foxandfriends","RT @JaniceDean: Our @foxandfriends #summerconcertseries is brought to you by @Keurig #keurigcorner <U+2615><U+FE0F> https://t.co/q7cGWR5Pjh",,TRUE,0,23,"summerconcertseries keurigcorner","http://pbs.twimg.com/media/DeCXIMIXkAERbV0.jpg","photo","JaniceDean foxandfriends Keurig",,,,FALSE,0,TRUE,"RT GWR",2,"Janice Dean Our Keurig Pjh",5
2018-05-05 11:10:00,"foxandfriends","President Trump set to host South Korean President at the WH ahead of historic summit with North Korea https://t.co/mrWdIWSNgZ",,FALSE,511,125,,"http://pbs.twimg.com/media/DcbZXTNX0AA95JW.jpg","photo",,,,,FALSE,0,TRUE,"WH IWSN",2,"President Trump South Korean President North Korea Wd Ng",9
